id,code_pddikti,name,abbreviaton,country,bentuk_pendidikan,korwil_scope,lldikti_scope,website,alamat,description,sinta_score_v2_overall,sinta_score_v2_3year,sinta_score_v2_productivity_overall,sinta_score_v2_productivity_3year,sinta_score_v3_overall,sinta_score_v3_3year,sinta_score_v3_productivity_overall,sinta_score_v3_productivity_3year,province.id,province.code,province.name,city.id,city.code,city.name,pddikti_province.id,pddikti_province.name,pddikti_city.id,pddikti_city.name
502,001043,Universitas Trunojoyo,UTM,ID,Universitas,7,,www.trunojoyo.ac.id,Jalan Raya Telang PO. Box 2 Kamal,"Universitas Trunojoyo Madura (UTM) adalah Perguruan Tinggi Negeri di Jawa Timur yang berlokasi Kab. Bangkalan. Terakreditasi B oleh BAN-PT, Penelitian berada di klaster Utama dan Abdimas berada di Klaster Sangat Bagus. Terdiri 7 Fakultas dan 37 Program Studi.",44101,24908,78.61,44.4,321133.458,167162.628,510.55,265.76,15,35,JAWA TIMUR,253,35.26,KAB. BANGKALAN,050000,Prov. Jawa Timur,052901,Kec. Kamal
492,001021,Universitas Pattimura,Unpatti,ID,Universitas,12,,www.unpatti.ac.id,"Jalan Ir M Putuhena, Kampus Poka, AMBON",,88649,34911,73.94,29.12,315531.334,169365.48,257.16,138.03,31,81,MALUKU,461,81.71,KOTA AMBON,210000,Prov. Maluku,216003,Kec. Teluk Ambon
1061,031012,Universitas Nasional,UNAS,ID,Universitas,3,3,www.unas.ac.id,Jl Sawo Manila Pejaten Pasar Minggu,,71931,26214,206.11,75.11,311508.0145,130439.689,851.11,356.39,11,31,DKI JAKARTA,159,31.74,KOTA ADM. JAKARTA SELATAN,010000,Prov. D.K.I. Jakarta,016300,Kota Jakarta Selatan
527,001063,Universitas Singaperbangsa Karawang,UNSIKA,ID,Universitas,4,,www.unsika.ac.id,Jl. H.S. Ronggowaluyo Kel. Puseurjaya Kec. Telukjambe Timur Kab. Karawang Prov.,"Universitas Singaperbangsa Karawang (Unsika) didirikan pada tanggal 2 Februari 1982 sebagai perguruan tinggi swasta. Pada tahun 2014, Unsika beralih status menjadi perguruan tinggi negeri. Saat ini, Unsika memiliki 9 fakultas dan 5 program pascasarjana dengan total 36 program studi (diploma, sarjana dan magister).",61045,39322,117.17,75.47,303762.0495,168628.3325,511.38,283.89,12,32,JAWA BARAT,175,32.15,KAB. KARAWANG,020000,Prov. Jawa Barat,022129,Kec. Teluk Jambe Timur
1059,031011,Universitas Muhammadiyah Jakarta,UMJ,ID,Universitas,3,3,www.umj.ac.id,"Kampus A Jl. Cempaka Putih Tengah 27, Cempaka Putih",Universitas Muhammadiyah Jakarta adalah Perguruan Tinggi Swasta diwilayah Kopertis 3 Jakarta,36862,22820,64.9,40.18,297761.4765,158702.2355,539.42,287.5,16,36,BANTEN,273,36.74,KOTA TANGERANG SELATAN,010000,Prov. D.K.I. Jakarta,016000,Kota Jakarta Pusat
507,001046,Universitas Malikussaleh,UNIMAL,ID,Universitas,13,,www.unimal.ac.id,"Cot Tengku Nie Reuleut  Muara Batu, Aceh Utara",,49498,25431,78.2,40.18,288288.32,134017.6865,416,193.39,1,11,ACEH,8,11.08,KAB. ACEH UTARA,060000,Prov. Aceh,060321,Kec. Muara Batu
413,005023,Politeknik Negeri Malang,POLINEMA,ID,Politeknik,,,www.polinema.ac.id,Jalan Soekarno Hatta No 9,"Politeknik Negeri Malang awalnya bernama Politeknik Universitas Brawijaya, berdiri pada tahun 1982 berdasarkan Surat Keputusan Presiden No. 59/Tahun 1982. Politeknik Universitas Brawijaya berkedudukan di Kota Malang, Provinsi Jawa Timur dan merupakan salah satu dari 6 Politeknik perintis berdasarkan Surat Keputusan Direktur Jenderal Pendidikan Tinggi No.115/DIKTI/KEP/1984. Perubahan nama Politeknik Universitas Brawijaya menjadi Politeknik Negeri Malang (POLINEMA) didasarkan pada Surat Keputusan Menteri Pendidikan Nasional Nomor 147/O/2004 tanggal 22 November 2004. Pada awal berdiri Politeknik Universitas Brawijaya memiliki empat jurusan, yaitu Jurusan Teknik Elektronika, Jurusan Teknik Listrik, Jurusan Teknik Mesin, dan Jurusan Teknik Sipil. Seiring dengan perkembangan industri dan pembangunan nasional di Indonesia, pada tahun 1986 dibuka Jurusan Teknik Telekomunikasi, Jurusan Akuntansi, dan Jurusan Kesekretariatan. Setahun berikutnya, yakni tahun 1987 dibuka Jurusan Teknik Kimia. Politeknik Universitas Brawijaya merupakan lembaga pendidikan profesional, pada awalnya dibantu oleh  tenaga ahli dari Swiss yang tergabung dalam Swiss Contact dan bertindak sebagai Technical Assistant bersama dengan beberapa tenaga ahli dari Indonesia yang telah mendapat pendidikan khusus di Pusat Pengembangan Pendidikan Politeknik Bandung. Khusus untuk Jurusan Akuntansi dan Jurusan Administrasi Niaga mendapatkan bantuan dari The Australian Project.",58008,29803,94.02,48.3,287842.49,122316.1485,464.26,197.28,15,35,JAWA TIMUR,259,35.73,KOTA MALANG,050000,Prov. Jawa Timur,056105,Kec. Lowokwaru
409,031007,Universitas Katolik Indonesia Atma Jaya,UAJ,ID,Universitas,3,3,www.atmajaya.ac.id,Jalan Jenderal Sudirman 51,,123793,33893,277.56,75.99,277436.305,106040.2585,1631.98,623.77,11,31,DKI JAKARTA,159,31.74,KOTA ADM. JAKARTA SELATAN,010000,Prov. D.K.I. Jakarta,016300,Kota Jakarta Selatan
412,071003,Universitas Katolik Widya Mandala Surabaya,UKWMS,ID,Universitas,7,7,www.ukwms.ac.id,Jalan Dinoyo No 42-44,,93154,21344,238.25,54.59,275910.164,123869.3545,747.72,335.69,15,35,JAWA TIMUR,264,35.78,KOTA SURABAYA,050000,Prov. Jawa Timur,056018,Kec. Tegal Sari
489,001018,Universitas Cenderawasih,Uncen,ID,Universitas,14,,www.uncen.ac.id,Kampus Uncen Waena Jl Camp Wolker,,26594,11861,37.04,16.52,272891.378,176260.0955,478.76,309.23,33,91,P A P U A,501,91.71,KOTA JAYAPURA,250000,Prov. Papua,256000,Kota Jayapura
1398,041008,Universitas Pasundan,UNPAS,ID,Universitas,4,4,www.unpas.ac.id,Jalan Dr. Setiabudi No 193,Universitas Pasundan (UNPAS) berdiri sejak  14 November 1960,32784,17694,62.56,33.77,270429.782,123710.3455,558.74,255.6,12,32,JAWA BARAT,181,32.73,KOTA BANDUNG,020000,Prov. Jawa Barat,026020,Kec. Bandung Wetan
3,061002,Universitas Islam Sultan Agung,UNISSULA,ID,Universitas,6,6,www.unissula.ac.id,"Jalan Raya Kaligawe Km 4, Terboyo Kulon, Gunuk",World Class Islamic University,54069,29957,114.07,63.2,260867.7025,131924.551,505.56,255.67,13,33,JAWA TENGAH,220,33.74,KOTA SEMARANG,030000,Prov. Jawa Tengah,036309,Kec. Genuk
2098,071071,Universitas Ciputra Surabaya,UC,ID,Universitas,7,7,www.uc.ac.id,CITRALAND CBD BOULEVARD  Kelurahan Made RT04 RW 01,,32731,15010,162.03,74.31,258648.6615,110870.5235,1091.34,467.81,15,35,JAWA TIMUR,264,35.78,KOTA SURABAYA,050000,Prov. Jawa Timur,056031,Kec. Sambi Kerep
3513,201003,Universitas Islam Negeri Maulana Malik Ibrahim Malang,UIN Malang,ID,Universitas,55,,https:://.uin-malang.ac.id,Jalan Gajayana No 50,,55524,37983,79.21,54.18,254579.4645,142282.7845,370.57,207.11,15,35,JAWA TIMUR,259,35.73,KOTA MALANG,050000,Prov. Jawa Timur,056105,Kec. Lowokwaru
2369,081007,Universitas Warmadewa,Unwar,ID,Universitas,8,8,www.warmadewa.ac.id,Jalan Terompong No. 24 Tanjung Bungkak Denpasar Bali,,34244,22083,100.42,64.76,254489.696,134095.491,642.65,338.62,17,51,BALI,282,51.71,KOTA DENPASAR,220000,Prov. Bali,226002,Kec. Denpasar Timur
28,061019,Universitas Muhammadiyah Purwokerto,UMP,ID,Universitas,6,6,www.ump.ac.id,Jl Raya Dukuhwaluh Po Box 202,"UNGGUL, MODERN, ISLAMI",41493,26354,104.25,66.22,248605.5675,111724.5825,542.81,243.94,13,33,JAWA TENGAH,189,33.02,KAB. BANYUMAS,030000,Prov. Jawa Tengah,030200,Kab. Banyumas
541,005004,Politeknik Negeri Bandung,POLBAN,ID,Politeknik,,,www.polban.ac.id,Jln.Gegerkalong Hilir Desa Ciwaruga,,53553,23116,100.29,43.29,248403.711,125895.907,567.13,287.43,12,32,JAWA BARAT,181,32.73,KOTA BANDUNG,020000,Prov. Jawa Barat,026000,Kota Bandung
2365,081003,Universitas Mahasaraswati Denpasar,Unmas Denpasar,ID,Universitas,8,8,https://unmas.ac.id/,Jalan Kamboja No 11 A Kreneng Denpasar - Bali,"Universitas Mahasaraswati Denpasar (UNMAS) adalah salah satu Perguruan Tinggi Swasta yang ada di lingkungan Koordinasi Perguruan Tinggi Swasta (Kopertis) Wilayah VIII, di bawah pengelola Yayasan Perguruan Rakyat Saraswati Pusat Denpasar. Memiliki 6 Fakultas dengan 13 program studi serta Satu Pasca Sarjana dengan 2 Program studi.  Adapun Visi Unmas Denpasar adalah Menjadi Perguruan Tinggi Perguruan Tinggi yang bermutu dan berbudaya. Untuk mencapai hasil di atas, Unmas Denpasar berusaha membekali mahasiswa dengan pengetahuan dan keterampilan dalam bidang ilmu yang sesuai dengan program studi yang ada, selain berusaha menyelaraskan dengan disiplin ilmu lain dan perkembangan zaman. Unmas Denpasar berupaya untuk mengadopsi kemajuan teknologi informasi kedalam proses pembelajarannya agar mampu bersaing dengan lulusan perguruan tinggi lainnya.  Demikian pula kami secara terus menerus untuk menyiapkan sarana prasarana pendidikan sehingga mahasiswa mendapat fasilitas dan kenyamanan dalam mengikuti perkuliahan. Disamping itu pula, peningkatan mutu dosen terus kami lakukan untuk memberikan atmosfir akademik yang kondusif. Kerjasama dari berbagai pihak terus kami tumbuhkan dalam meningkatkan mutu lulusan termasuk untuk menyongsong Masyarakat Asean yang sudah didepan mata. Kerja sama internasional kami anggap sangat penting di era globalisasi sekarang ini. Semoga Tuhan Yang Maha Esa senantiasa memberikan petunjuk dan jalan yang benar demi suatu cita cita untuk menjadikan Unmas akan mampu mandiri dan professional.",21690,15148,59.92,41.85,243563.817,145431.503,588.32,351.28,17,51,BALI,282,51.71,KOTA DENPASAR,220000,Prov. Bali,226004,Kec. Denpasar Utara
426,005018,Politeknik Elektronika Negeri Surabaya,PENS,ID,Politeknik,,,www.pens.ac.id,"Jl. Raya ITS - Kampus PENS, Sukolilo, Surabaya",,62374,26887,324.86,140.04,243072.749,110412.7605,1080.32,490.72,15,35,JAWA TIMUR,264,35.78,KOTA SURABAYA,050000,Prov. Jawa Timur,056008,Kec. Sukolilo
487,001014,Universitas Nusa Cendana,UNDANA,ID,Universitas,8,,https://www.undana.ac.id,Jalan Adisucipto Penfui,,55692,27573,59.69,29.55,241227.7105,88280.4995,241.95,88.55,19,53,NUSA TENGGARA TIMUR,314,53.71,KOTA KUPANG,240000,Prov. Nusa Tenggara Timur,246000,Kota Kupang
525,001061,Universitas Pembangunan Nasional Veteran Jakarta,UPNVJ,ID,Universitas,3,,www.upnvj.ac.id,"Jl. RS Fatmawati, Cilandak","SEJARAH SINGKAT PERKEMBANGAN UNIVERSITAS PEMBANGUNAN NASIONAL ""VETERAN"" JAKARTA  Setelah Indonesia Merdeka para pejuang Kemerdekaan RI beralih peran dari partisipasi dalam revolusi fisik ke pembangunan untuk mengisi kemerdekaan yang diproklamirkan pada tanggal 17 Agustus 1945. Pada tanggal 15 Desember 1958, di Yogyakarta melalui pemufakatan beberapa pejuang kemerdekaan mendirikan sebuah Akademi yang dinamakan Akademi Pembangunan Nasional ""Veteran"" dengan membuka jurusan-jurusan : a) Tata Perusahaan; b) Pertanian; c) Teknik Kimia; dan d) Geologi Pertambangan.    Selanjutnya Akademi tersebut dikembangkan menjadi Perguruan Tinggi Pembangunan Nasional ""Veteran"" dengan 6 (enam) Fakultas, yaitu : a) Fakultas Teknik Geologi; b) Fakultas Perminyakan; c) Fakultas Tambang; d) Fakultas Teknik Kimia; e) Fakultas Pertanian; dan f) Fakultas Ekonomi.    Perkembangan Universitas Pembangunan Nasional ""Veteran"" Jakarta dimulai dengan berdirinya 3 (tiga) Akademi yaitu Akademi Bank, Akademi Tekstil  dan  Akademi   Tata   Laksana  Pelayaran   Niaga Yos Sudarso yang berada dibawah naungan Lembaga Pembinaan Kader  Pembangunan (LPKP) yang disyahkan dengan Akte Notaris R. Kardiman Nomor: 14  tanggal 7 Januari 1963.    Berdasarkan Surat Keputusan Menteri Urusan Veteran dan Demobilisasi RI Nomor : 09/Kpts/Menved/1967, tanggal 21 Pebruari 1967, ketiga Akademi tersebut diintegrasikan kedalam PTPN Veteran dengan PTPN Veteran Cabang Jakarta.    Berdasarkan Surat Keputusan Menhankam/Pangab : Nomor : Skep/1555/1977 tanggal 30 Nopember 1977 PTPN ""Veteran"" Jakarta berubah nama menjadi Universitas Pembangunan Nasional (UPN) ""Veteran"" Cabang Jakarta.    Pada tahun 1980 UPN ""Veteran"" Cabang Jakarta menambah Jurusan Pendidikan Ahli Teknik (PAT) Informatika dan Komputer, dan tahun 1987 berdasarkan Surat Keputusan Menhankam, Akademi Akuntansi dan Akademi Teknik Veteran yang didirikan oleh Yayasan Pendidikan Pembinaan Keluarga Universitas Pembangunan Nasional ""Veteran"" Cabang Jakarta diitegrasikan kedalam Universitas Pembangunan Nasional ""Veteran"" Cabang Jakarta meliputi 6 (enam) Akademi, yaitu : a) Akademi Bank, b) Akademi Akuntasi ""Veteran"" c) Akademi Tekstil, d) Akademi Maritim (Teknik Bangunan Kapal), e) Akademi Teknik Veteran, f) PAT Informatika dan Komputer.    Selanjutnya Universitas Pembangunan Nasional ""Veteran"" Cabang Jakarta menjadi Universitas yang mandiri penuh terlepas dari induknya Universitas Pembangunan Nasional ""Veteran"" Yogyakarta, sesuai Keputusan Menhankam Nomor: Kep/01/II/1993 tanggal 27 Pebruari 1993 terdiri dari 3 (tiga) Fakultas yang menyelenggarakan Program Pendidikan S-1 dan D-III.    Perkembangan berikutnya berdasarkan Keputusan Menhankam Nomor: Kep/03/II/1993, tanggal 27 Pebruari 1993 Universitas Pembangunan Nasional ""Veteran"" Jakarta, menjadi satu Universitas yang secara administratif wewenang dan tanggung jawabnya berada dibawah pembinaan Yayasan Kejuangan Panglima Besar Sudirman (YKPBS) dan secara teknik oprasional pendidikan berada dibawah pembinaan Direktorat Jenderal Perguruan Tinggi Departemen Pendidikan dan Kebudayaan c/q Kopertis Wilayah III serta Depertemen Kesehatan.    Dalam meningkatkan kadar pengabdiannya Universitas Pembangunan Nasional ""Veteran"" Jakarta melalui pelaksanaan keterkaitan dan  kesepadanan telah melaksanakan keputusan Mendikbud dan Menhankam dengan Nomor :   0307/0/1994 - Kep/10/XI/1994, tanggal 29 Nopember 1994 yang intinya merubah Status  Universitas Pembangunan Nasional ""Veteran"" Jakarta dari Perguruan Tinggi Kedinasan menjadi Perguruan Tinggi Swasta, dan program yang diselenggarakan menjadi 5 (lima) Fakultas, disamping 3 (tiga) Akademinya yang memasuki phasing-out.    Sesuai Keputusan Mendikbud Nomor Kep./017.018.019/D/0/1995 untuk seluruh jenjang pendidikan Diploma III mendapatkan status ""DISAMAKAN"" , sedang untuk seluruh jenjang pendidikan Strata-1 mendapatkan status 'TERDAFTAR"".    Dalam perkembangan selanjutnya Universitas Pembangunan Nasional ""Veteran"" Jakarta menjadi perguruan Tinggi Swasta yang bernaung dibawah Pembinaan Departeman Pertahanan Keamanan RI sesuai dengan Surat Keputusan Menhankam, Nomor : Kep/62/III/1999, sedangkan operasional pendidikan menyesuaikan diri dengan ketentuan perundang-undangan yang berlaku dilingkungan Depdikbud dan Depkes.    Sesuai dengan perkembangannya, berdasarkan Keputusan Mendikbud RI Nomor  : 0326/U/1994 tanggal 15 Desember 1994 tentang Badan Akreditasi Nasional Perguruan Tinggi (BAN-PT) yang intinya menyatakan bahwa pengawasan mutu dan efisiensi perguruan tinggi dilakukan oleh BAN-PT, maka pada tahun 1999, UPN ""Veteran"" Jakarta mengajukan status akreditasi program-program studinya ke BAN-PT. dan pada tahun 2000 setelah melalui serangkaian desk-evaluation terhadap borang akreditasi dan evaluasi diri program-program studinya dan visitasi dari BAN-PT, maka seluruh program-program studi yang berada dibawah fakultas di lingkungan UPN ""Veteran"" Jakarta telah berhasil mendapat akreditasi BAN-PT, pada tanggal 6 Oktober 2014 UPN ""Veteran"" Jakarta menjadi Perguruan Tinggi Negeri dengan Peraturan Presiden Nomor : 120.",59389,34624,124.51,72.59,235170.5315,119573.845,481.91,245.03,11,31,DKI JAKARTA,159,31.74,KOTA ADM. JAKARTA SELATAN,010000,Prov. D.K.I. Jakarta,016303,Kec. Cilandak
18,061038,Universitas PGRI Semarang,UPGRIS,ID,Universitas,6,6,www.upgris.ac.id,Jalan Lontar No 1 Semarang,The Meaning University,35116,22763,119.44,77.43,234583.752,111535.2425,726.27,345.31,13,33,JAWA TENGAH,220,33.74,KOTA SEMARANG,030000,Prov. Jawa Tengah,036300,Kota Semarang
407,031037,Universitas Gunadarma,Gunadarma,ID,Universitas,3,3,www.gunadarma.ac.id,"Jalan Stasiun Cakung No. 99 RT.002, RW.08, Kelurahan Pulogebang, Kecamatan Cakung",,47281,21561,33.32,15.19,233403.4525,106376.0825,162.99,74.28,12,32,JAWA BARAT,184,32.76,KOTA DEPOK,010000,Prov. D.K.I. Jakarta,016400,Kota Jakarta Timur
2106,071079,Universitas Nahdlatul Ulama Surabaya,unusa,ID,Universitas,7,7,http://unusa.ac.id,"Kampus A Jl. SMEA No 57, Surabaya  Kampus B Jl. Jemursari 51-57, Surabaya",,44912,25891,209.87,120.99,233064.763,113162.931,1017.75,494.16,15,35,JAWA TIMUR,264,35.78,KOTA SURABAYA,050000,Prov. Jawa Timur,056011,Kec. Wonokromo
493,001024,Universitas Palangka Raya,,ID,Universitas,11,,upr.ac.id,Kampus Unpar Tunjung Nyaho Jl. Yos Sudarso,"Universitas Palangka Raya disingkat UPR adalah suatu perguruan tinggi negeri pertama dan tertua di Provinsi Kalimantan Tengah terdiri dari 1 Program Pascasarjana (S2 dan S3 Program Doktor Ilmu Lingkungan) dan 8 (delapan) fakultas, yaitu   1. Fakultas Keguruan dan Ilmu Pendidikan,   2. Fakultas Ekonomi dan Bisnis,   3. Fakultas Pertanian,   4. Fakultas Teknik,   5. Fakultas Hukum,   6. Fakultas Ilmu Sosial dan Ilmu Politik,   7. Fakultas Kedokteran, serta   8. Fakultas Matematika Ilmu Pengetahuan Alam.     Rektor sekarang (2022 - 2026) dijabat oleh Bapak Prof. Dr. Ir. Salampak, M.S.",48101,23263,60.35,29.19,232456.3775,124976.432,270.61,145.49,21,62,KALIMANTAN TENGAH,342,62.71,KOTA PALANGKARAYA,140000,Prov. Kalimantan Tengah,146000,Kota Palangka Raya
2893,171006,Universitas Islam Riau,UIR,ID,Universitas,17,,www.uir.ac.id,Jl Kaharuddin Nasution 113 Perhentian Marpoyan,"Universitas Islam Riau (UIR) is a leading private university in Pekanbaru, Riau Province, Indonesia. Established on September 4, 1962, by Yayasan Lembaga Pendidikan Islam Riau (YLPI Riau), the university is dedicated to integrating Islamic values with academic excellence. UIR provides diverse educational opportunities through its undergraduate and postgraduate programs. Universitas Islam Riau (UIR) has achieved the highest accreditation status, ""Unggul"" (Excellent), awarded by the National Accreditation Board for Higher Education (BAN-PT) of Indonesia. This prestigious recognition reflects UIR's unwavering commitment to academic excellence, quality education, and adherence to national standards. The ""Unggul"" accreditation signifies that UIR meets or exceeds the rigorous criteria set by BAN-PT, encompassing aspects such as institutional capacity, educational effectiveness, research, community service, and continuous improvement. This accomplishment underscores UIR's dedication to providing superior educational experiences and its role as a leading institution in Indonesia's higher education landscape.    As the oldest university in Riau Province, thousands of alumni have graduated from this institution, contributing nationally and globally to various fields. Here are the current highlights of UIR:  - 365 Tahfiz Students: Reflecting its commitment to integrating Islamic education, UIR nurtures students in Quran memorization programs.  - 19,295 Bachelor Students: Offering diverse undergraduate programs, UIR serves a large community of learners across various disciplines.  - 1,266 Master & Doctoral Degree Students: Advanced programs emphasize research and leadership in specialized fields.  - 409 International Students: UIR attracts a global student body, fostering a multicultural academic environment.  - 62,528 Alumni: A testament to its longstanding impact, UIR has a vast network of graduates excelling in their respective industries.  - 45 Courses: A wide range of study programs ensures that students have access to quality education tailored to their interests and career aspirations.  - 1,950 Achievement & Disabled Students: UIR is inclusive and supports students with disabilities while encouraging academic and extracurricular achievements.  These statistics underscore UIRâs dedication to fostering academic excellence, inclusivity, and global impact.",44070,25547,83.94,48.66,226323.9985,125060.763,425.42,235.08,4,14,RIAU,86,14.71,KOTA PEKANBARU,090000,Prov. Riau,096010,Kec. Marpoyan Damai
2530,091004,Universitas Muhammadiyah Makassar,Unismuh Makassar,ID,Universitas,9,9,unismuh.ac.id,Jalan Sultan Alauddin No 259,"Universitas Muhammadiyah (Unismuh) Makassar didirikan pada tanggal 19 Juni 1963 sebagai cabang dari Universitas Muhammadiyah Jakarta. Sebagai salah satu Perguruan Tinggi Muhammadiyah (PTM), kampus ini turut mengemban tugas yang besar bagi agama, bangsa, dan negara, baik di masa sekarang maupun di masa depan. Nama Muhammadiyah yang terintegrasi dengan nama Makassar memberikan harapan terpadunya budaya, keilmuan, dan nafas keagamaan.",34160,22712,54.14,35.99,218397.574,113012.7915,281.08,145.45,27,73,SULAWESI SELATAN,420,73.71,KOTA MAKASSAR,190000,Prov. Sulawesi Selatan,196003,Kec. Tamalate
422,051012,Universitas Sanata Dharma,USD,ID,Universitas,5,5,www.usd.ac.id,Jalan Mrican Tromolpos 29,"Untuk menyesuaikan diri dengan tuntutan dan kebutuhan masyarakat serta kemajuan zaman, tanggal 20 April 1993 sesuai dengan SK Mendikbud No. 46/D/O/1993, IKIP Sanata Dharma dikembangkan menjadi Universitas Sanata Dharma atau lebih dikenal dengan nama USD. Dengan perkembangan ini USD diharapkan tetap dapat memajukan sistem pendidikan guru sekaligus berpartisipasi dalam memperluas wawasan ilmu pengetahuan dan teknologi. Setelah berkembang menjadi universitas, Sanata Dharma terdorong untuk memperluas muatan program pendidikannya. Di samping tetap mempertahankan pendidikan guru dengan tetap membuka FKIP (Fakultas Keguruan dan Ilmu Pendidikan), Sanata Dharma membuka beberapa fakultas baru. Universitas Sanata Dharma sekarang memiliki 8 Fakultas dengan 23 Program Studi, 4 Program Pasca Sarjana, 2 Program Profesi, dan Program Kursus Bersertifikat.",45407,20092,122.06,54.01,217150.879,73971.374,590.08,201.01,14,34,DAERAH ISTIMEWA YOGYAKARTA,226,34.04,KAB. SLEMAN,040000,Prov. D.I. Yogyakarta,040207,Kec. Depok
448,011027,Universitas Muslim Nusantara Al-Washliyah,UMN Al-Washliyah,ID,Universitas,1,1,www.umnaw.ac.id,Jalan Garu II No 2 ; no 52 dan no 93  Jl. Lintas Medan Lubuk Pakam  Jl. Gedung Arc,"Universitas Muslim Nusantara (UMN) Al Washliyah terletak di kota Medan, Sumatera Utara, Indonesia. UMN Al Washliyah telah terakreditasi Institusi dengan predikat ""B"". UMN Al Washliyah terdiri dari 6 Fakultas (Keguruan dan Ilmu Pendidikan, Farmasi, Ekonomi, Hukum, Pertanian, dan Sastra),  Program Pascasarjana (Pendidikan Matematika, Pendidikan Bahasa Indonesia, pendidikan bahasa Inggris, dan hukum), dan satu Program Profesi yaitu Pendidikan Profesi Guru",12911,8483,67.95,44.65,214257.3445,114836.95,1001.2,536.62,2,12,SUMATERA UTARA,49,12.71,KOTA MEDAN,070000,Prov. Sumatera Utara,076003,Kec. Medan Amplas
526,001062,Universitas Pembangunan Nasional Veteran Yogyakarta,,ID,Universitas,,,http://upnyk.ac.id/,"Jl. SWK 104 (Lingkar Utara), Condongcatur, Yogyakarta","Universitas Pembangunan Nasional ""Veteran"" Yogyakarta atau biasa disingkat UPN ""Veteran"" Yogyakarta, merupakan salah satu Perguruan Tinggi Negeri (PTN) di Indonesia yang berlokasi di Kecamatan Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta. Pada saat didirikan, UPN ""Veteran"" Yogyakarta hanya memiliki 3 jurusan. Sekarang UPN ""Veteran"" Yogyakarta memiliki 5 fakultas yang terdiri dari 1 program studi untuk D-3, 21 program studi untuk S-1, 8 program studi untuk S-2, serta 1 program studi untuk S-3.",55692,27998,107.31,53.95,213740.5685,81282.7785,,,14,34,DAERAH ISTIMEWA YOGYAKARTA,226,34.04,KAB. SLEMAN,040000,Prov. D.I. Yogyakarta,040207,Kec. Depok
537,002014,Institut Teknologi Sumatera,ITERA,ID,Institut,,,www.itera.ac.id,"Jl. Terusan Ryacudu, Desa Way Hui",,61026,30143,123.78,61.14,212663.186,104556.635,314.59,154.67,8,18,LAMPUNG,126,18.01,KAB. LAMPUNG SELATAN,120000,Prov. Lampung,120107,Kec. Jati Agung
1092,031048,Universitas Bunda Mulia,UBM,ID,Universitas,3,3,http://www.ubm.ac.id,Jalan Lodan Raya No 2,,16768,11358,53.23,36.06,210888.6465,132779.786,682.49,429.71,11,31,DKI JAKARTA,157,31.72,KOTA ADM. JAKARTA UTARA,010000,Prov. D.K.I. Jakarta,016100,Kota Jakarta Utara
408,071002,Universitas Kristen Petra,UK PETRA,ID,Universitas,7,7,www.petra.ac.id,Jl Siwalankerto 121-131,"The establishment of Petra Christian University should always be associated with Petra Christian Education and Teaching Association or PPPK Petra (Perhimpunan Pendidikan dan Pengajaran Kristen). PPPK Petra is a Christian union established on 12 April 1951 with the purpose to provide education from the level of kindergarten to senior high schools.    The idea of establishing a university which aimed to give the opportunity for its alumni to get higher education has existed since 1956.    On 21 September 1960, the Committee of University Establishment Planning Preparation was formed, with the duty to prepare all the necessities to establish a university. The members of the committee were: drg. Tan Tjiaw Yong, Gouw Loe Liong, drg. Tan Gie Djien, Tjoa Siok Tjoen, Lie Ping Lioe and Kwee Djien Kian. On 8 August 1961, the coordinators decided to establish Petra Christian University with its first department, Faculty of Letters.    On 22 September 1961, the 10th anniversary PPPK Petra, the establishment of Petra Christian University was made public. Several days later, on 28 September 1961, the coordinators of PPPK Petra formed the Directorate of University Affairs, whose duty was to manage the university and temporarily to act as Sponsor Board members. The members of the directorate were drg. Tan Tjiaw Yong, Ir. O.F. Patty, dr. Mesakh Wignjohoesodo, Gouw Loe Liong and J.A. Sereh. A year later, on 15 September 1962, the second department, Civil Engineering, was established.    Realizing the growth of the university, the coordinators re-evaluate the internal regulation of PPPK. On 18 July 1964, a committee for the establishment of Petra Christian University Foundation was set up with the members of the committee, J.E. Sahetapy SH, drg. Tan Tjiaw Yong, dr. M. Wignjohoesodo, Kho Hong Pie, R.M.S. Kertonadi and P.H. Saroinsong. The establishment concept of Petra Christian University Foundation (YPTK Petra) was accepted on 22 October 1964, and it was legally constituted on 7 January 1965",69502,21719,229.38,71.68,207609.14,70162.275,757.7,256.07,15,35,JAWA TIMUR,264,35.78,KOTA SURABAYA,050000,Prov. Jawa Timur,056004,Kec. Wonocolo
447,005019,Politeknik Negeri Jember,POLIJE,ID,Politeknik,7,,www.polije.ac.id,"Jalan Mastrip, Sumbersari",Politeknik Negeri Jember,44211,17032,134.79,51.93,206346.388,71581.5995,,,15,35,JAWA TIMUR,236,35.09,KAB. JEMBER,050000,Prov. Jawa Timur,052400,Kab. Jember
1080,031033,Universitas Esa Unggul,UEU,ID,Universitas,3,3,https://esaunggul.ac.id/,Jl Terusan Arjuna Tol Tomang Kebon Jeruk,,38632,16656,80.48,34.7,204110.5055,85760.0935,390.27,163.98,11,31,DKI JAKARTA,158,31.73,KOTA ADM. JAKARTA BARAT,010000,Prov. D.K.I. Jakarta,016200,Kota Jakarta Barat
